index,pnl
2011-07-01,12228.590940001228
2011-07-04,4553.680326001064
2011-07-05,366.8333280016916
2011-07-06,-2562.4512239991545
2011-07-07,3710.6128020006818
2011-07-08,-7903.5457019996165
2011-07-11,-5276.395103999099
2011-07-12,1800.4961460013917
2011-07-13,-509.99346599901764
2011-07-14,651.2883120006003
2011-07-15,-395.1376139997272
2011-07-18,-4102.634315999672
2011-07-19,4157.1601680006015
2011-07-20,6591.975966000656
2011-07-21,-1394.6378459990726
2011-07-22,-141.2091539980629
2011-07-25,-9211.128575999755
2011-07-26,-2056.5379139993724
2011-07-27,-1472.705663999318
2011-07-28,-2356.223687998964
2011-07-29,-855.2598719996176
2011-08-01,-1246.6723139993453
2011-08-02,2145.9272040005185
2011-08-03,9045.716316001171
2011-08-04,3045.2669880013104
2011-08-05,-3596.6329619997546
2011-08-08,15549.94756800057
2011-08-09,533.0026020004914
2011-08-10,3745.3699800007644
2011-08-11,8210.664882000463
2011-08-12,-6828.095615998608
2011-08-15,8464.658856000464
2011-08-16,5845.738968001011
2011-08-17,-3455.8564499989907
2011-08-18,4566.0964020006
2011-08-19,6302.560044000817
2011-08-22,11026.530432000927
2011-08-23,-2732.7173399993453
2011-08-24,9806.13657000071
2011-08-25,-16795.567325999342
2011-08-26,-2319.3434099995898
2011-08-29,5379.553704000873
2011-08-30,-11917.40644199918
2011-08-31,-1065.1476599989358
2011-09-01,3478.9396140009276
2011-09-02,3217.3607760009554
2011-09-05,9367.507206001172
2011-09-06,3097.188546000245
2011-09-07,-2832.217217999154
2011-09-08,6683.807022000709
2011-09-09,3654.924390000382
2011-09-13,4830.032340001309
2011-09-14,1554.1052520005442
2011-09-15,-6673.7786579984995
2011-09-16,-364.5761879997815
2011-09-19,2215.1359740008998
2011-09-20,3515.8016760007094
2011-09-21,311.88757200065487
2011-09-22,-2223.32383799959
2011-09-23,398.9409000005462
2011-09-26,-9879.86665199962
2011-09-27,15460.287366000632
2011-09-28,3141.257250000846
2011-09-29,42.15906000087307
2011-09-30,-4835.57771999899
2011-10-10,-2655.5806379995365
2011-10-11,7605.662604000547
2011-10-12,-4679.815739999673
2011-10-13,2778.0907020008995
2011-10-14,-6360.788195999207
2011-10-17,-6081.83631599929
2011-10-18,-3016.2079259982
2011-10-19,865.0461780010097
2011-10-20,-1707.4412399992364
2011-10-21,-2286.7377059988808
2011-10-24,545.4735540009283
2011-10-25,6640.656240000464
2011-10-26,-8082.089003999481
2011-10-27,-3403.0250279989364
2011-10-28,3255.681054000436
2011-10-31,3775.160262000845
2011-11-01,319.1232960000816
2011-11-02,7111.125300000601
2011-11-03,3912.3642240006548
2011-11-04,371.4154740004637
2011-11-07,3913.153584000791
2011-11-08,1591.8852360009548
2011-11-09,46.017930001391505
2011-11-10,2452.5432300008183
2011-11-11,-1146.6825899993178
2011-11-14,3148.341756000709
2011-11-15,2528.768664000846
2011-11-16,-1923.9425999992911
2011-11-17,10454.963622000872
2011-11-18,-398.9831759995086
2011-11-21,2402.469432000873
2011-11-22,-699.6425699999456
2011-11-23,3682.6623360003273
2011-11-24,3183.976806000846
2011-11-25,1528.617096000982
2011-11-28,1465.8537540010088
2011-11-29,1204.5026160009
2011-11-30,-115.54712399972595
2011-12-01,-9258.3859019994
2011-12-02,-1475.537315999618
2011-12-05,4127.2200720007095
2011-12-06,5453.524908001035
2011-12-07,-367.3540139992633
2011-12-08,2948.5975980005187
2011-12-09,4249.1934720007375
2011-12-12,-6041.223629998909
2011-12-13,1156.7583660006549
2011-12-14,-2824.127327999236
2011-12-15,-3911.0999699988542
2011-12-16,-6899.400275999618
2011-12-19,-18552.438959999563
2011-12-20,851.3172720004911
2011-12-21,-707.6717399998632
2011-12-22,-6935.644157999865
2011-12-23,-4475.997851999919
2011-12-26,1225.694832000464
2011-12-27,-4592.466869999018
2011-12-28,8824.567776000682
2011-12-29,3928.7687820007372
2011-12-30,-1940.5788299986627
2012-01-04,-5026.181063999481
2012-01-05,3340.2923880005187
2012-01-06,-6037.569335999399
2012-01-09,-4738.1130119994
2012-01-10,-11354.211983999836
2012-01-11,-3251.147963998745
2012-01-12,1628.455842000327
2012-01-13,-10718.651201999317
2012-01-16,-7584.285785998718
2012-01-17,7553.606298000873
2012-01-18,2263.108038002484
2012-01-19,-5377.717745999918
2012-01-20,7811.228292000873
2012-01-30,1551.5873580003272
2012-01-31,-7087.125377999318
2012-02-01,1508.9082060004364
2012-02-02,4687.728720000545
2012-02-03,-507.07691999909963
2012-02-06,459.2552400014192
2012-02-07,9196.387974000572
2012-02-08,-14708.626679999343
2012-02-09,681.6158520001636
2012-02-10,-5935.724729999482
2012-02-13,-4873.3567679994285
2012-02-14,4357.841982001146
2012-02-15,-2007.0004379986635
2012-02-16,-170.54928599937242
2012-02-17,-4017.976973999809
2012-02-20,4965.799224000627
2012-02-21,-1094.0140619995911
2012-02-22,641.1945480003
2012-02-23,2862.6645540009004
2012-02-24,-8499.637433999644
2012-02-27,8793.76054800098
2012-02-28,-162.11329199959073
2012-02-29,677.6428920009002
2012-03-01,4818.199998001228
2012-03-02,5438.799144000301
2012-03-05,-5461.817981999509
2012-03-06,-479.98365599923545
2012-03-07,-2978.4634379993176
2012-03-08,-1620.3940979997271
2012-03-09,4458.4286340004355
2012-03-12,4018.897578000901
2012-03-13,-744.3859739990727
2012-03-14,-19981.843205999237
2012-03-15,-12158.375975999592
2012-03-16,-8259.70328999989
2012-03-19,580.3065180003546
2012-03-20,2661.865386000437
2012-03-21,-1278.6870479997274
2012-03-22,3464.9163300010637
2012-03-23,2666.306118000737
2012-03-26,-1334.6941259995087
2012-03-27,2844.0072840002726
2012-03-28,-152.6500799994542
2012-03-29,2789.8834620006
2012-03-30,361.53539400103705
2012-04-05,-9069.510155999293
2012-04-06,6946.4539500005185
2012-04-09,-2034.0868079994816
2012-04-10,-14715.353519999782
2012-04-11,1041.7433640001093
2012-04-12,3827.9406540010636
2012-04-13,742.9295040002735
2012-04-16,2245.985820001119
2012-04-17,303.66503400030024
2012-04-18,7382.744658000491
2012-04-19,-8198.309183999372
2012-04-20,-939.8499539992903
2012-04-23,-379.0386419991544
2012-04-24,2803.397748000545
2012-04-25,560.0948160001365
2012-04-26,-2039.7975239994814
2012-04-27,-3580.469297999618
2012-05-02,-5762.706011999646
2012-05-03,-2582.628593999537
2012-05-04,-3.471083999563461
2012-05-07,2535.5292540005453
2012-05-08,9176.873502000271
2012-05-09,1657.4395980003546
2012-05-10,-903.7628939993724
2012-05-11,2479.210404000601
2012-05-14,-9700.101941999643
2012-05-15,-317.36732399948164
2012-05-16,1304.5833060006814
2012-05-17,-6919.024043999645
2012-05-18,641.9990880001637
2012-05-21,6962.224452000382
2012-05-22,-216.3260939992358
2012-05-23,1085.5292520009284
2012-05-24,3089.0208840012
2012-05-25,3626.9436780008186
2012-05-28,-2136.8503859995635
2012-05-29,-2041.299179999018
2012-05-30,-5380.1878859993185
2012-05-31,-2759.960417999564
2012-06-01,-4859.950841999918
2012-06-04,-2876.870819999809
2012-06-05,1923.5420760003271
2012-06-06,1824.7951260005188
2012-06-07,-34.51721999956362
2012-06-08,-1402.4707259990726
2012-06-11,-3813.578045999454
2012-06-12,1787.8682580003815
2012-06-13,-3212.883269999372
2012-06-14,-3854.569649999264
2012-06-15,3664.090074000383
2012-06-18,-237.18959999975414
2012-06-19,-2149.133927999045
2012-06-20,-511.9223759989634
2012-06-21,-1636.0123319999454
2012-06-25,3074.0198940006817
2012-06-26,2505.315918000245
2012-06-27,-2864.1782399992358
2012-06-28,2348.276718000355
2012-06-29,146.5443300004639
2012-07-02,2632.851852000573
2012-07-03,3509.3369820003554
2012-07-04,690.1946520004637
2012-07-05,1536.291990000873
2012-07-06,-6748.505939999453
2012-07-09,3039.6068340005463
2012-07-10,-1864.0848239995637
2012-07-11,-2967.296093999345
2012-07-12,-5045.999021999536
2012-07-13,1268.0915220005181
2012-07-16,-1250.1415259996456
2012-07-17,-1313.6404019993447
2012-07-18,-15312.994547999782
2012-07-19,-577.1621579999181
2012-07-20,5308.2748500002745
2012-07-23,-4428.470207999754
2012-07-24,-2604.9310499994
2012-07-25,-2472.6665459990727
2012-07-26,8267.219604000846
2012-07-27,-311.9046239997817
2012-07-30,-347.8235399996454
2012-07-31,2244.615534000492
2012-08-01,-899.8860359992087
2012-08-02,4813.138872000301
2012-08-03,-861.2497859988266
2012-08-06,-5136.175457999863
2012-08-07,-517.795049999591
2012-08-08,-914.281697998854
2012-08-09,-3156.6414839998906
2012-08-10,-86.2942139993724
2012-08-13,1690.670718000928
2012-08-14,5112.779106000437
2012-08-15,-4006.7169179997272
2012-08-16,-982.5887759993724
2012-08-17,5332.512870000927
2012-08-20,5.127918000518092
2012-08-21,1394.2212060001361
2012-08-22,-2745.352235999645
2012-08-23,-430.2408959996726
2012-08-24,-629.4430139993452
2012-08-27,2717.2238100004365
2012-08-28,1114.6398240001365
2012-08-29,1870.143390000191
2012-08-30,-1027.359731999809
2012-08-31,1931.1300900005454
2012-09-03,-1113.9333719998365
2012-09-04,-5043.428465998964
2012-09-05,2592.6556800003546
2012-09-06,-400.9363739994542
2012-09-07,-526.4224259997541
2012-09-10,-681.7827179995089
2012-09-11,3534.3678660007918
2012-09-12,3289.4797920003552
2012-09-13,-5590.307687999618
2012-09-14,3638.320506000519
2012-09-17,-5144.259275999646
2012-09-18,-2622.358739999891
2012-09-19,-2732.315537999264
2012-09-20,9378.849588000248
2012-09-21,4912.726794000246
2012-09-24,5272.414086000328
2012-09-25,2298.961920000545
2012-09-26,-590.0636399999186
2012-09-27,-15273.916673999784
2012-09-28,2765.507418000873
2012-10-08,-1003.5928739994544
2012-10-09,7648.091754001038
2012-10-10,1754.0056500003545
2012-10-11,-1280.431697999645
2012-10-12,-490.1209739998913
2012-10-15,-2422.9063919985533
2012-10-16,784.6254600003549
2012-10-17,6910.2269940009
2012-10-18,820.7114700006
2012-10-19,1417.4142600004914
2012-10-22,-911.342963999782
2012-10-23,2403.0239700007915
2012-10-24,314.13012600043663
2012-10-25,414.35875800076417
2012-10-26,4757.333106000356
2012-10-29,-616.1737079995634
2012-10-30,-1594.0942799999455
2012-10-31,1912.4425740009824
2012-11-01,-1630.0314119999455
2012-11-02,-1784.9514839997
2012-11-05,-1107.473231999618
2012-11-06,-3403.723421999591
2012-11-07,10351.038192000491
2012-11-08,-677.2469339995089
2012-11-09,-3486.5100059991546
2012-11-12,-3350.0144819992906
2012-11-13,-3220.880207999618
2012-11-14,-2004.1169339998908
2012-11-15,2532.191172000545
2012-11-16,-2712.1009139995635
2012-11-19,-2465.850839999864
2012-11-20,75.15127200073675
2012-11-21,-4265.960135999727
2012-11-22,2060.680296000627
2012-11-23,-687.1573739990723
2012-11-26,3274.8828180011465
2012-11-27,2851.257366000928
2012-11-28,1097.533014000764
2012-11-29,1517.4100560006545
2012-11-30,1282.7007540003822
2012-12-03,7402.840410000274
2012-12-04,3683.2411620003822
2012-12-05,3072.0424080004645
2012-12-06,-1880.8496159992906
2012-12-07,3756.417984000764
2012-12-10,1327.9088940005458
2012-12-11,-1509.3714359991818
2012-12-12,-1114.800503999509
2012-12-13,2057.380164000355
2012-12-14,-5315.818727999837
2012-12-17,828.090822000273
2012-12-18,-4116.1314359999715
2012-12-19,1678.958766000628
2012-12-20,-6024.704867999563
2012-12-21,8734.612032000518
2012-12-24,1894.2203880004638
2012-12-25,-2422.3468319989897
2012-12-26,-1461.457283999045
2012-12-27,-974.9451779997273
2012-12-28,-3495.379325999755
2012-12-31,462.9721260001911
2013-01-04,-3475.3649639996725
2013-01-07,1405.923000000355
2013-01-08,-278.43575999978196
2013-01-09,304.8430020003002
2013-01-10,-5155.559267999509
2013-01-11,-632.4071999994272
2013-01-14,-3415.385633999291
2013-01-15,123.57150000062755
2013-01-16,-1938.1329779998102
2013-01-17,740.9949900001093
2013-01-18,-439.03011599980914
2013-01-21,1160.4166320001366
2013-01-22,-2398.2582719995626
2013-01-23,1301.2173180001093
2013-01-24,-2416.8982619994804
2013-01-25,-37.20104399942693
2013-01-28,-480.1041599995363
2013-01-29,858.1219980003003
2013-01-30,2359.36314
2013-01-31,-880.7431199997818
2013-02-01,-2883.965951999672
2013-02-04,996.476604000109
2013-02-05,4595.796540000246
2013-02-06,1613.1058260001905
2013-02-07,-1854.5436119991275
2013-02-08,-8056.8334559994555
2013-02-18,-23.640281999918102
2013-02-19,2696.3391660004363
2013-02-20,-461.181821999891
2013-02-21,0.0
2013-02-22,-618.5680619994813
2013-02-25,1100.4363660001911
2013-02-26,-18499.098425999757
2013-02-27,0.0
2013-02-28,-1702.1809019997272
2013-03-01,-11820.68858999959
2013-03-04,1766.9846640007363
2013-03-05,7303.159422000681
2013-03-06,79.07682000046405
2013-03-07,22740.805122000216
2013-03-08,-3158.7494039997277
2013-03-11,-5174.934905999127
2013-03-12,-317.43621599964445
2013-03-13,2366.587884000437
2013-03-14,7487.924424000656
2013-03-15,0.0
2013-03-18,-3638.171627999864
2013-03-19,2061.5536140001363
2013-03-20,5780.594238000163
2013-03-21,6720.788424000329
2013-03-22,-2559.074255999454
2013-03-25,-499.5993659997544
2013-03-26,2561.753172000191
2013-03-27,-735.771905999236
2013-03-28,2412.096588000601
2013-03-29,6268.505118000299
2013-04-01,-3233.494787999618
2013-04-02,10409.256528000493
2013-04-03,3477.9741660012005
2013-04-08,4649.915340000683
2013-04-09,-5993.242799999836
2013-04-10,6052.144464000328
2013-04-11,1244.7891720001635
2013-04-12,-1446.9523259995362
2013-04-15,-1758.319577999318
2013-04-16,2186.7231000011193
2013-04-17,-4611.003749999454
2013-04-18,-902.5065719995357
2013-04-19,-7790.1880019994
2013-04-22,1029.6966300007641
2013-04-23,-980.7954359993449
2013-04-24,1184.6449620000815
2013-04-25,-5557.631219999891
2013-04-26,-374.450309999864
2013-05-02,-6687.477532481628
2013-05-03,-3217.7815019998357
2013-05-06,-5312.756339999536
2013-05-07,-518.2019879998363
2013-05-08,1787.4614340003818
2013-05-09,5891.240436000847
2013-05-10,4046.7639720004104
2013-05-13,4570.6210920006815
2013-05-14,-900.518459998636
2013-05-15,2322.2290020010914
2013-05-16,7025.410734000464
2013-05-17,-5275.950911999673
2013-05-20,4402.225152000492
2013-05-21,-6517.583579999673
2013-05-22,-236.93551199904445
2013-05-23,-6337.827977999565
2013-05-24,6826.349322000873
2013-05-27,-433.64005199879966
2013-05-28,-4957.507679999454
2013-05-29,-2179.9919459995635
2013-05-30,7401.206220001363
2013-05-31,-98.63251799964529
2013-06-03,-2977.9676339997554
2013-06-04,-215.43257399967274
2013-06-05,-3271.2119519995917
2013-06-06,2365.7924520002994
2013-06-07,-773.4598739995362
2013-06-13,4438.96180200071
2013-06-14,-1189.2838559995635
2013-06-17,-1381.8381839997269
2013-06-18,247.89885000060002
2013-06-19,-7128.392789999892
2013-06-20,-860.8461119996182
2013-06-21,0.0
2013-06-24,18681.39527400038
2013-06-25,25288.361844000025
2013-06-26,-1352.1846359998913
2013-06-27,-9904.393559999782
2013-06-28,6469.831500000544
2013-07-01,9038.905518000956
2013-07-02,3125.290926000846
2013-07-03,311.7884340007376
2013-07-04,7073.9381580000545
2013-07-05,1441.933110001146
2013-07-08,-4149.590141999482
2013-07-09,-1726.7664299993182
2013-07-10,0.0
2013-07-11,0.0
2013-07-12,14295.17602800027
2013-07-15,0.0
2013-07-16,0.0
2013-07-17,-454.6149539998908
2013-07-18,4483.405806000437
2013-07-19,0.0
2013-07-22,-1472.9254199997822
2013-07-23,-4894.180805999809
2013-07-24,-8553.58119599989
2013-07-25,0.0
2013-07-26,619.5531180012556
2013-07-29,5854.341942000929
2013-07-30,2508.210276000464
2013-07-31,1901.8235820006814
2013-08-01,-7427.637293999535
2013-08-02,12069.829164000465
2013-08-05,-2905.441565999181
2013-08-06,-5717.459453999426
2013-08-07,-7218.304979999428
2013-08-08,-3488.9824739997553
2013-08-09,-2708.9748839999183
2013-08-12,1107.3494520008462
2013-08-13,-3260.8095659990995
2013-08-14,-3575.164355999263
2013-08-15,-3453.4338359992357
2013-08-16,-15886.0702499997
2013-08-19,-790.1923199998911
2013-08-20,-3045.341609999782
2013-08-21,-1279.8609299996447
2013-08-22,1944.9114300001086
2013-08-23,-3653.7259919995618
2013-08-26,232.29579600092723
2013-08-27,172.16676600084645
2013-08-28,9074.026902000243
2013-08-29,1849.7530320001638
2013-08-30,1515.0561060004363
2013-09-02,4094.620440000273
2013-09-03,3386.5327680008186
2013-09-04,-1209.1918439995359
2013-09-05,-519.789233999536
2013-09-06,-2086.9400639998366
2013-09-09,-5344.7436359995345
2013-09-10,9002.704254000819
2013-09-11,2924.673804000137
2013-09-12,5002.101612000054
2013-09-13,-6151.296023999455
2013-09-16,3464.572098000327
2013-09-17,4605.536028000382
2013-09-18,-3406.429319998636
2013-09-23,-4785.5960519994
2013-09-24,-1251.4378979996452
2013-09-25,2500.819716001173
2013-09-26,1954.6924860002728
2013-09-27,3873.5480280015004
2013-09-30,1124.182086000791
2013-10-08,11463.692472000494
2013-10-09,-2761.306187998472
2013-10-10,1352.5490700005455
2013-10-11,3525.493524000273
2013-10-14,637.5575340009552
2013-10-15,-321.1430579992632
2013-10-16,1652.8177560005454
2013-10-17,-3537.527885998717
2013-10-18,-1084.0165139994542
2013-10-21,-2369.491121999481
2013-10-22,3705.8229300001094
2013-10-23,-36.708275999863865
2013-10-24,-2139.584771999209
2013-10-25,803.1491460005722
2013-10-28,-5603.382689999809
2013-10-29,-1751.4340439997
2013-10-30,2554.835178000273
2013-10-31,1343.8791900001092
2013-11-01,4606.616958001037
2013-11-04,-2376.934343999673
2013-11-05,-7728.483869999754
2013-11-06,1032.247920000982
2013-11-07,1477.679910000573
2013-11-08,6494.483820000411
2013-11-11,-3496.525769999155
2013-11-12,-2471.1213359998637
2013-11-13,1925.1734580004102
2013-11-14,-3109.109639998854
2013-11-15,-155.59709999989082
2013-11-18,-1129.5829019996181
2013-11-19,1160.450142000791
2013-11-20,-349.74229199964515
2013-11-21,-8496.448697999946
2013-11-22,-1280.8010399992904
2013-11-25,6034.020012000246
2013-11-26,-5234.557973999018
2013-11-27,2563.20449400071
2013-11-28,-546.8991959995365
2013-11-29,362.38851000103693
2013-12-02,1223.0898300002184
2013-12-03,-1288.510493999236
2013-12-04,4468.951410000574
2013-12-05,-1966.1288699992363
2013-12-06,-787.0752839993178
2013-12-09,930.3221640002452
2013-12-10,3727.753008000327
2013-12-11,3646.4741520001644
2013-12-12,1874.393790000737
2013-12-13,9056.712126000328
2013-12-16,5675.521314000436
2013-12-17,1753.022100000873
2013-12-18,2798.0566020016367
2013-12-19,-658.1524799995632
2013-12-20,-6129.920597999946
2013-12-23,-2254.906409999891
2013-12-24,-849.9205979998362
2013-12-25,-1510.3744799997821
2013-12-26,4566.263382000463
